total,price,condition,MPN,movement,case material,band material,model,listingType
6000,6000,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,StoreInventory
3994,3994,pre-owned,16233,Mechanical (Automatic),"Stainless Steel, Gold","Yellow Gold, Stainless Steel",Rolex Datejust,FixedPrice
5500,5500,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,Auction
6600,6600,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,FixedPrice
7300,7300,new with tags,126300,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust 41,StoreInventory
3150,3150,pre-owned,1601,Mechanical (Automatic),"Solid Gold, Stainless Steel","Genuine Leather, Leather",Rolex Datejust,Auction
5600,5600,pre-owned,Rolex Submariner,Mechanical (Automatic),Stainless Steel,"Rolex Stainless Steel Oyster, Stainless Steel",Rolex Submariner,Auction
5885,5885,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
7105,7100,pre-owned,Does not apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,GMT-Master II 116710,Auction
8265,8200,manufacturer refurbished,16613,Mechanical (Automatic),Stainless Steel,"18K Yellow Gold & SS, Stainless Steel",Rolex Submariner,Auction
5800,5800,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,StoreInventory
8265,8200,manufacturer refurbished,16613,Mechanical (Automatic),Stainless Steel,"18K Yellow Gold & SS, Stainless Steel",Rolex Submariner,Auction
5800,5800,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,StoreInventory
7012,7000,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice
3249,3200,pre-owned,6517,Mechanical (Automatic),"Solid Gold, Gold, Stainless Steel","Solid Gold, Stainless Steel",Rolex Datejust,StoreInventory
5000,5000,pre-owned,18038,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction
4870,4870,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction
4450,4450,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,Auction
6000,6000,pre-owned,18038,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction
6600,6600,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,SUBMARINER,Auction
7887,7877,pre-owned,16013,Mechanical (Automatic),Stainless Steel,"18K Yellow Gold, Stainless Steel",Rolex Datejust,Auction
4700,4650,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction
8750,8750,pre-owned,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
8495,8495,pre-owned,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
3249,3200,pre-owned,6517,Mechanical (Automatic),"Solid Gold, Gold, Stainless Steel","Solid Gold, Stainless Steel",Rolex Oyster Perpetual,StoreInventory
5100,5100,pre-owned,Vintage,Mechanical: Hand-winding,9K Rose Gold,Leather,Vintage,Auction
4850,4850,pre-owned,16014,Mechanical (Automatic),"18K White Gold, 18K Gold, 18K, White Gold, Gold, Stainless Steel",Stainless Steel,Rolex Datejust,StoreInventory
6224,6199,pre-owned,Does not apply,Mechanical (Automatic),Gold,"Crocodile Skin, Leather",Rolex Datejust,FixedPrice
7850,7850,pre-owned,Rolex GMT Master II 16710,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT Master II,StoreInventory
8514,8495,new with tags,116710,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master II,StoreInventory
6792,6785,pre-owned,6917,Mechanical (Automatic),"Solid Gold, 18K Yellow Gold, Add Diamonds on Lugs","Gold, Silver, Yellow Gold",Rolex President,FixedPrice
6493,6493,pre-owned,Does Not Apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
9600,9600,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,StoreInventory
7436,7436,new without tags,6.83E+11,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice
4515,4500,pre-owned,116200,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction
5126,5101,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Deepsea,Auction
4150,4150,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction
7695,7695,pre-owned,"$11,250 ",Automatic,Stainless Steel,"18K Yellow Gold, Stainless Steel",Rolex Datejust,StoreInventory
5073,4750,pre-owned,116234,Mechanical (Automatic),Stainless Steel,Stainless Steel,Date just,StoreInventory
6000,6000,pre-owned,Does Not Apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
7031,7001,pre-owned,69173,Mechanical (Automatic),"Stainless Steel, Solid Gold","Stainless Steel, Solid Gold",Rolex Datejust,StoreInventory
10500,10500,pre-owned,Does Not Apply,Mechanical (Automatic),"Gold, Stainless Steel","Gold, Stainless Steel",Rolex Submariner,FixedPrice
3550,3500,pre-owned,Does Not Apply,Quartz (Battery),Stainless Steel,Stainless Steel,Rolex Oysterquartz Datejust,StoreInventory
3895,3895,pre-owned,68273,Mechanical (Automatic),Stainless Steel,"Stainless Steel, Yellow Gold",Rolex Datejust,StoreInventory
3891,3891,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Rolex Stainless Steel,Rolex Datejust,StoreInventory
3993,3993,pre-owned,6917,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex DateJust,FixedPrice
7000,7000,pre-owned,116300,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust II,StoreInventory
6995,6995,pre-owned,116400V,Mechanical: Automatic,Stainless Steel,Stainless Steel,Milgauss,FixedPrice
3100,3100,pre-owned,Does not apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice
3795,3795,pre-owned,68273,Mechanical (Automatic),"Stainless Steel, Gold","Stainless Steel, Gold",Rolex Datejust,StoreInventory
6200,6200,pre-owned,16610T,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
6520,6500,pre-owned,116300,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust II,StoreInventory
10021,10000,new without tags,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
4000,4000,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,FixedPrice
5293,5293,pre-owned,16570T,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice
5259,5200,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,Auction
5000,5000,pre-owned,16570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice
4395,4395,pre-owned,9500,Automatic,Stainless Steel,Stainless Steel,Rolex Yacht Master,FixedPrice
11000,11000,pre-owned,18238,Mechanical (Automatic),18k Yellow Gold,18k Yellow Gold,Day-Date,FixedPrice
3600,3600,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Stainless Steel,DateJust,StoreInventory
6383,6358,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Deepsea,Auction
7000,7000,pre-owned,162644,Mechanical (Automatic),"Solid Gold, Stainless Steel",Stainless Steel,Rolex Datejust Turnograph,StoreInventory
5150,5150,pre-owned,16014,Mechanical (Automatic),Stainless Steel,"Stainless Steel, White Gold",Rolex Datejust,FixedPrice
3985,3985,pre-owned,69174,Mechanical (Automatic),"Added Genuine Diamonds on Lugs, Stainless Steel",Stainless Steel,Rolex Datejust,StoreInventory
5000,5000,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction
7000,7000,pre-owned,162644,Mechanical (Automatic),"Solid Gold, Stainless Steel",Stainless Steel,Rolex Datejust Turnograph,StoreInventory
8495,8495,pre-owned,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
5992,5992,pre-owned,14060,Mechanical (Automatic),Stainless Steel,Stainless Steel,No Date Submariner,FixedPrice
6200,6200,pre-owned,Does Not Apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Submariner,Auction
3873,3873,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,FixedPrice
4892,4892,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,StoreInventory
7050,7050,pre-owned,6917,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory
3000,3000,pre-owned,16234,Mechanical (Automatic),Stainless Steel,Stainless Steel,DateJust,FixedPrice
8631,8631,pre-owned,116660,Mechanical (Automatic),Stainless Steel,Stainless Steel,SEA-DWELLER DEEPSEA,FixedPrice
3150,3150,pre-owned,16013,Mechanical (Automatic),"Gold, Stainless Steel","Stainless Steel, Yellow Gold",Rolex Datejust,StoreInventory
7565,7500,pre-owned,69628,Mechanical (Automatic),Solid Gold,18K Yellow Gold,69628 18K Yellow Gold Yachtmaster,FixedPrice
5450,5450,pre-owned,16613/2160,Mechanical (Automatic),Stainless Steel,"Gold, Steel",Submariner,StoreInventory
6100,6100,pre-owned,69173,Mechanical (Automatic),"Solid Gold, Stainless Steel","Solid Gold and Stainless Steel, Solid Gold, Stainless Steel",Rolex Datejust,Auction
7500,7500,pre-owned,116334,Mechanical (Automatic),Stainless Steel,"Oyster Bracelet, Stainless Steel",Rolex Datejust II,StoreInventory
5500,5500,pre-owned,116900,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Air-King,StoreInventory
3600,3600,pre-owned,Does not apply,Mechanical,"18K Gold Bezel, Silver, Stainless Steel","Gold Plated / Stainless Steel, Silver, Stainless Steel, Yellow Gold",Tudor Prince,StoreInventory
4851,4851,pre-owned,16570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,Auction
8000,8000,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master II,FixedPrice
8600,8550,pre-owned,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
3450,3450,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
3995,3995,pre-owned,69173,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,FixedPrice
6725,6700,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Deepsea,Auction
3007,3000,pre-owned,16623,Mechanical (Automatic),"18K Gold, Stainless Steel","18K Gold, Stainless Steel",Rolex Yacht-Master,FixedPrice
7291,7291,pre-owned,216570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice
3450,3450,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
3995,3995,pre-owned,69173,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,FixedPrice
6725,6700,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Deepsea,Auction
3007,3000,pre-owned,16623,Mechanical (Automatic),"18K Gold, Stainless Steel","18K Gold, Stainless Steel",Rolex Yacht-Master,FixedPrice
7291,7291,pre-owned,216570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice
6467,6450,pre-owned,16610T,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
3500,3500,pre-owned,Does Not Apply,Mechanical (Automatic),"Yellow Gold, Stainless Steel","Diamonds, Stainless Steel, Yellow Gold",Datejust,StoreInventory
3295,3295,pre-owned,1601,Mechanical (Automatic),"Solid Gold, Stainless Steel","Genuine Leather, Leather",Rolex Datejust,Auction
8000,8000,pre-owned,MTV5336K,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Submariner,Auction
4300,4300,pre-owned,16570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,Auction
4500,4500,pre-owned,Does Not Apply,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Milgauss 116400,FixedPrice
6545,6500,pre-owned,216570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,FixedPrice
3380,3380,new with tags,179174,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Lady-Datejust,StoreInventory
4495,4475,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
4900,4900,pre-owned,69173,Mechanical (Automatic),Stainless Steel,"18K Yellow Gold, Stainless Steel",Rolex Datejust,FixedPrice
9100,9000,pre-owned,18038,Mechanical (Automatic)  Quick-Set Caliber 3055,Original Rolex 18K Yellow Gold,"Original Rolex 18K Yellow Gold President Bracelet, Yellow Gold",Rolex Day-Date,StoreInventory
7950,7950,new with tags,178274,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust,FixedPrice
9020,8999,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory
9600,9600,pre-owned,Does not apply,Mechanical (Automatic),"Gold, 18k yellow gold",Leather,Rolex President,Auction
3295,3295,pre-owned,79240,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory
10000,10000,pre-owned,6917,Mechanical: Automatic,Solid Gold,Yellow Gold,Rolex President,StoreInventory
5401,5401,pre-owned,Does Not Apply,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction
6500,6500,pre-owned,Does Not Apply,Swiss Automatic,Stainless Steel,Stainless Steel,1601,Auction
10995,10995,new with tags,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice
5800,5800,pre-owned,16550,Mechanical (Automatic),Stainless Steel,Stainless Steel,16550 Explorer II,FixedPrice
3127,3127,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,"Solid Gold, Stainless Steel",Rolex Datejust,Auction
7533,7533,pre-owned,6426,Mechanical (Hand-winding),Stainless Steel,Leather,Rolex Oyster Precision,Auction
5449,5449,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Rolex Stainless Steel,Rolex Datejust,FixedPrice
9500,9400,pre-owned,18038,Mechanical (Automatic)  Quick-Set Caliber 3055,Original Rolex 18K Yellow Gold,"Original Rolex 18K Yellow Gold President Bracelet, Yellow Gold",Rolex Day-Date,StoreInventory
3189,3189,pre-owned,1601,Swiss Automatic,Stainless Steel,Stainless Steel,Date Just 1601,FixedPrice
5785,5750,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory
4149,4149,pre-owned,15223/*15200,Mechanical (Automatic),Stainless Steel,"Gold, Steel",Oyster Perpetual,Auction
9500,9500,pre-owned,18038,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory
5898,5850,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
7394,7394,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,FixedPrice
10800,10800,new with tags,116610LN,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
5500,5400,pre-owned,114300,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction
3119,3099,pre-owned,1005,Automatic,"Solid Gold, Stainless Steel",Genuine Leather,Rolex Oyster Perpetual,StoreInventory
3995,3995,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,Auction
11993,11993,pre-owned,178383,Mechanical (Automatic),"Solid Gold, Stainless Steel","Solid Gold, Stainless Steel",Rolex DateJust 31,FixedPrice
11993,11993,pre-owned,178383,Mechanical (Automatic),"Solid Gold, Stainless Steel","Solid Gold, Stainless Steel",Rolex DateJust 31,FixedPrice
5000,5000,pre-owned,3696,Mechanical (Automatic),"Gold, Stainless Steel",Leather,Rolex Oyster Perpetual,Auction
3080,3080,pre-owned,69173,Mechanical (Automatic),"Solid Gold, Stainless Steel","Solid Gold and Stainless Steel, Solid Gold, Stainless Steel",Rolex Datejust,FixedPrice
8550,8500,pre-owned,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
6000,6000,pre-owned,Does not apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction
9000,9000,pre-owned,18038,Mechanical (Automatic),Solid Gold,"Solid Gold, Yellow Gold",Rolex President,FixedPrice
3450,3450,pre-owned,Does Not Apply,Mechanical (Hand-winding),Solid Gold,"Crocodile Skin, Genuine Leather",Rolex Cellini,FixedPrice
6475,6450,pre-owned,16600,Automatic Chronometer,Stainless Steel,Stainless Steel,Sea Dweller 16600,Auction
4594,4594,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,FixedPrice
11350,11350,pre-owned,6827,Mechanical (Automatic),Solid Gold,Yellow Gold,Rolex Datejust,FixedPrice
5000,5000,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice
5750,5750,pre-owned,16570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,StoreInventory
3835,3800,pre-owned,Does Not Apply,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,Auction
7988,7988,new with tags,15000,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,Auction
3151,3131,seller refurbished,68273,Mechanical (Automatic),Stainless Steel,"Stainless Steel, Yellow Gold",Rolex Datejust,Auction
3025,3000,pre-owned,6917,Automatic,"Solid Gold, Stainless Steel","Solid Gold, Stainless Steel",Rolex Datejust,Auction
3500,3475,pre-owned,179174,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust,FixedPrice
11192,11192,pre-owned,116613,Mechanical (Automatic),"Stainless Steel, Gold","Yellow Gold, Stainless Steel",Rolex Submariner,FixedPrice
4600,4600,pre-owned,69173,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 10k Yellow Gold,Rolex Datejust,FixedPrice
4400,4400,pre-owned,1601,Mechanical (Automatic),"Solid Gold, Stainless Steel","Yellow Gold and Stainless Steel, Solid Gold, Stainless Steel",Rolex Datejust,StoreInventory
4750,4750,pre-owned,78243,Mechanical (Automatic),18K Yellow Gold & Stainless Steel,18K Yellow Gold & Stainless Steel,Datejust,StoreInventory
7300,7300,pre-owned,Does not apply,Mechanical (Automatic),Stainless Steel,"18K Yellow Gold, Solid Gold, Stainless Steel",rolex datejust 26mm,StoreInventory
3600,3600,pre-owned,67194,Automatic,Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,Auction
4694,4694,pre-owned,14270,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice
7650,7650,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory
3990,3990,pre-owned,114300,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,FixedPrice
2616,2600,pre-owned,1601,Mechanical (Automatic),"Silver, Stainless Steel","Silver, Stainless Steel",Rolex Datejust,Auction
5100,5100,pre-owned,1601,Mechanical (Automatic),Solid Gold,Genuine Leather,Rolex Datejust,StoreInventory
